,Unnamed: 0,movieId,name,rating,userId
125,60629,2336.0,zl,3.0,391.0
126,60630,2357.0,zl,4.0,391.0
127,60631,2360.0,zl,4.0,391.0
128,60632,2369.0,zl,2.0,391.0
129,60633,2391.0,zl,4.0,391.0
130,60634,2395.0,zl,4.0,391.0
131,60635,2396.0,zl,4.0,391.0
132,60636,2490.0,zl,3.0,391.0
133,60637,2502.0,zl,5.0,391.0
134,60638,2542.0,zl,3.0,391.0
135,60639,2560.0,zl,1.0,391.0
136,60640,2568.0,zl,2.0,391.0
137,60641,2571.0,zl,5.0,391.0
138,60642,2574.0,zl,2.0,391.0
139,60643,2580.0,zl,4.0,391.0
140,60644,2598.0,zl,1.0,391.0
141,60645,2599.0,zl,4.0,391.0
142,60646,2600.0,zl,2.0,391.0
143,60647,2605.0,zl,2.0,391.0
144,60648,2628.0,zl,1.0,391.0
145,60649,2640.0,zl,4.0,391.0
146,60650,2641.0,zl,2.0,391.0
147,60651,2671.0,zl,2.0,391.0
148,60652,2683.0,zl,5.0,391.0
149,60653,2686.0,zl,5.0,391.0
150,60654,2692.0,zl,5.0,391.0
151,60655,2696.0,zl,5.0,391.0
152,60656,2701.0,zl,2.0,391.0
153,60657,2702.0,zl,1.0,391.0
154,60658,2706.0,zl,3.0,391.0
155,60659,2708.0,zl,4.0,391.0
156,60660,2712.0,zl,4.0,391.0
157,60661,2716.0,zl,4.0,391.0
158,60662,2731.0,zl,4.0,391.0
159,60663,2734.0,zl,3.0,391.0
160,60664,2746.0,zl,4.0,391.0
161,60665,2762.0,zl,2.0,391.0
162,60666,2791.0,zl,3.0,391.0
163,60667,2797.0,zl,5.0,391.0
164,60668,2858.0,zl,4.0,391.0
165,60669,2908.0,zl,5.0,391.0
166,60670,2912.0,zl,3.0,391.0
167,60671,2916.0,zl,4.0,391.0
168,60672,2918.0,zl,4.0,391.0
169,60673,2947.0,zl,4.0,391.0
170,60674,2948.0,zl,4.0,391.0
171,60675,2949.0,zl,3.0,391.0
172,60676,2959.0,zl,4.0,391.0
173,60677,2966.0,zl,3.0,391.0
174,60678,2987.0,zl,5.0,391.0
175,60679,2997.0,zl,5.0,391.0
176,60680,3000.0,zl,4.0,391.0
177,60681,3005.0,zl,1.0,391.0
178,60682,3006.0,zl,2.0,391.0
179,60683,3030.0,zl,4.0,391.0
180,60684,3033.0,zl,3.0,391.0
181,60685,3055.0,zl,4.0,391.0
182,60686,3067.0,zl,5.0,391.0
183,60687,3081.0,zl,3.0,391.0
184,60688,3082.0,zl,3.0,391.0
185,60689,3083.0,zl,5.0,391.0
186,60690,3089.0,zl,5.0,391.0
187,60691,3107.0,zl,2.0,391.0
188,60692,3159.0,zl,4.0,391.0
189,60693,3160.0,zl,5.0,391.0
190,60694,3175.0,zl,2.0,391.0
191,60695,3176.0,zl,3.0,391.0
192,60696,3178.0,zl,4.0,391.0
193,60697,3256.0,zl,3.0,391.0
194,60698,3260.0,zl,4.0,391.0
195,60699,3266.0,zl,5.0,391.0
196,60700,3267.0,zl,5.0,391.0
197,60701,3271.0,zl,4.0,391.0
198,60702,3285.0,zl,1.0,391.0
199,60703,3347.0,zl,4.0,391.0
200,60704,3355.0,zl,2.0,391.0
201,60705,3386.0,zl,4.0,391.0
202,60706,3408.0,zl,2.0,391.0
203,60707,3418.0,zl,4.0,391.0
204,60708,3470.0,zl,5.0,391.0
205,60709,3481.0,zl,4.0,391.0
206,60710,3484.0,zl,1.0,391.0
207,60711,3503.0,zl,5.0,391.0
208,60712,3535.0,zl,2.0,391.0
209,60713,3578.0,zl,1.0,391.0
210,60714,3623.0,zl,1.0,391.0
211,60715,3638.0,zl,2.0,391.0
212,60716,3683.0,zl,5.0,391.0
213,60717,3698.0,zl,3.0,391.0
214,60718,3702.0,zl,4.0,391.0
215,60719,3704.0,zl,4.0,391.0
216,60720,3717.0,zl,2.0,391.0
217,60721,3751.0,zl,2.0,391.0
218,60722,3783.0,zl,4.0,391.0
219,60723,3793.0,zl,2.0,391.0
220,60724,3863.0,zl,3.0,391.0
221,60725,3897.0,zl,4.0,391.0
222,60726,3909.0,zl,2.0,391.0
223,60727,3910.0,zl,3.0,391.0
224,60728,3949.0,zl,5.0,391.0
225,60729,3967.0,zl,1.0,391.0
226,60730,3994.0,zl,1.0,391.0
227,60731,3996.0,zl,5.0,391.0
228,60732,4011.0,zl,4.0,391.0
229,60733,4014.0,zl,2.0,391.0
230,60734,4027.0,zl,3.0,391.0
231,60735,4034.0,zl,2.0,391.0
232,60736,4128.0,zl,3.0,391.0
233,60737,4144.0,zl,5.0,391.0
234,60738,4178.0,zl,4.0,391.0
235,60739,4226.0,zl,5.0,391.0
236,60740,4235.0,zl,2.0,391.0
237,60741,4237.0,zl,4.0,391.0
238,60742,4273.0,zl,5.0,391.0
239,60743,4278.0,zl,5.0,391.0
240,60744,4298.0,zl,5.0,391.0
241,60745,4306.0,zl,4.0,391.0
242,60746,4308.0,zl,3.0,391.0
243,60747,4334.0,zl,5.0,391.0
244,60748,4361.0,zl,4.0,391.0
245,60749,4499.0,zl,4.0,391.0
246,60750,4562.0,zl,4.0,391.0
247,60751,4848.0,zl,5.0,391.0
248,60752,4881.0,zl,3.0,391.0
249,60753,4886.0,zl,3.0,391.0
250,60754,4901.0,zl,3.0,391.0
251,60755,4903.0,zl,2.0,391.0
252,60756,4914.0,zl,5.0,391.0
253,60757,4936.0,zl,3.0,391.0
254,60758,4965.0,zl,3.0,391.0
255,60759,4967.0,zl,3.0,391.0
256,60760,4973.0,zl,5.0,391.0
257,60761,4975.0,zl,2.0,391.0
258,60762,4978.0,zl,4.0,391.0
259,60763,4979.0,zl,2.0,391.0
260,60764,4993.0,zl,5.0,391.0
261,60765,4995.0,zl,4.0,391.0
262,60766,5013.0,zl,5.0,391.0
263,60767,5026.0,zl,3.0,391.0
264,60768,5055.0,zl,3.0,391.0
265,60769,5075.0,zl,2.0,391.0
266,60770,5135.0,zl,4.0,391.0
267,60771,5152.0,zl,1.0,391.0
268,60772,5202.0,zl,4.0,391.0
269,60773,5222.0,zl,5.0,391.0
270,60774,5254.0,zl,1.0,391.0
271,60775,5283.0,zl,3.0,391.0
272,60776,5292.0,zl,4.0,391.0
273,60777,5299.0,zl,3.0,391.0
274,60778,5319.0,zl,2.0,391.0
275,60779,5325.0,zl,4.0,391.0
276,60780,5339.0,zl,4.0,391.0
277,60781,5349.0,zl,3.0,391.0
278,60782,5417.0,zl,5.0,391.0
279,60783,5418.0,zl,4.0,391.0
280,60784,5454.0,zl,3.0,391.0
281,60785,5470.0,zl,4.0,391.0
282,60786,5475.0,zl,4.0,391.0
283,60787,5477.0,zl,5.0,391.0
284,60788,5537.0,zl,5.0,391.0
285,60789,5541.0,zl,3.0,391.0
286,60790,5575.0,zl,2.0,391.0
287,60791,534.0,zl,3.0,392.0
288,60792,707.0,zl,1.0,392.0
289,60793,1125.0,zl,2.0,392.0
290,60794,1127.0,zl,3.0,392.0
291,60795,1193.0,zl,4.0,392.0
292,60796,1197.0,zl,3.0,392.0
293,60797,1198.0,zl,5.0,392.0
294,60798,1221.0,zl,5.0,392.0
295,60799,2291.0,zl,4.0,392.0
296,60800,2423.0,zl,2.0,392.0
297,60801,2628.0,zl,2.0,392.0
298,60802,2683.0,zl,5.0,392.0
299,60803,2694.0,zl,4.0,392.0
300,60804,2706.0,zl,5.0,392.0
301,60805,2707.0,zl,3.0,392.0
302,60806,2770.0,zl,3.0,392.0
303,60807,2827.0,zl,3.0,392.0
304,60808,2858.0,zl,4.0,392.0
305,60809,2997.0,zl,5.0,392.0
306,60810,3004.0,zl,1.0,392.0
307,60811,3285.0,zl,3.0,392.0
308,60812,3298.0,zl,4.0,392.0
309,60813,3534.0,zl,2.0,392.0
310,60814,3824.0,zl,2.0,392.0
311,60815,4085.0,zl,2.0,392.0
312,60816,110.0,zl,4.0,393.0
313,60817,293.0,zl,5.0,393.0
314,60818,457.0,zl,5.0,393.0
315,60819,541.0,zl,0.5,393.0
316,60820,589.0,zl,0.5,393.0
317,60821,750.0,zl,5.0,393.0
318,60822,778.0,zl,0.5,393.0
319,60823,1089.0,zl,5.0,393.0
320,60824,1198.0,zl,5.0,393.0
321,60825,1199.0,zl,5.0,393.0
322,60826,1206.0,zl,5.0,393.0
323,60827,1214.0,zl,3.0,393.0
324,60828,1240.0,zl,0.5,393.0
325,60829,1291.0,zl,5.0,393.0
326,60830,1610.0,zl,5.0,393.0
327,60831,1625.0,zl,3.0,393.0
328,60832,1653.0,zl,4.0,393.0
329,60833,1682.0,zl,4.0,393.0
330,60834,1732.0,zl,0.5,393.0
331,60835,2329.0,zl,5.0,393.0
332,60836,2571.0,zl,5.0,393.0
333,60837,2959.0,zl,5.0,393.0
334,60838,2997.0,zl,5.0,393.0
335,60839,3354.0,zl,3.0,393.0
336,60840,3578.0,zl,4.0,393.0
337,60841,3623.0,zl,3.0,393.0
338,60842,3793.0,zl,5.0,393.0
339,60843,3826.0,zl,3.0,393.0
340,60844,3996.0,zl,3.5,393.0
341,60845,4011.0,zl,5.0,393.0
342,60846,4022.0,zl,5.0,393.0
343,60847,4027.0,zl,4.0,393.0
344,60848,4148.0,zl,3.5,393.0
345,60849,4226.0,zl,5.0,393.0
346,60850,4344.0,zl,2.0,393.0
347,60851,4446.0,zl,3.5,393.0
348,60852,4720.0,zl,3.0,393.0
349,60853,4848.0,zl,3.0,393.0
350,60854,4878.0,zl,5.0,393.0
351,60855,4963.0,zl,5.0,393.0
352,60856,4993.0,zl,5.0,393.0
353,60857,4995.0,zl,4.0,393.0
354,60858,5349.0,zl,5.0,393.0
355,60859,5388.0,zl,3.0,393.0
356,60860,5418.0,zl,5.0,393.0
357,60861,5445.0,zl,0.5,393.0
358,60862,5630.0,zl,2.0,393.0
359,60863,5669.0,zl,5.0,393.0
360,60864,5679.0,zl,3.5,393.0
361,60865,5902.0,zl,0.5,393.0
362,60866,5952.0,zl,5.0,393.0
363,60867,6281.0,zl,3.0,393.0
364,60868,6333.0,zl,5.0,393.0
365,60869,6365.0,zl,5.0,393.0
366,60870,6534.0,zl,3.0,393.0
367,60871,6539.0,zl,5.0,393.0
368,60872,6874.0,zl,5.0,393.0
369,60873,7153.0,zl,5.0,393.0
370,60874,7373.0,zl,5.0,393.0
371,60875,7438.0,zl,5.0,393.0
372,60876,8529.0,zl,3.0,393.0
373,60877,8636.0,zl,5.0,393.0
374,60878,8644.0,zl,0.5,393.0
375,60879,8665.0,zl,5.0,393.0
376,60880,8798.0,zl,4.0,393.0
377,60881,8950.0,zl,2.0,393.0
378,60882,8984.0,zl,5.0,393.0
379,60883,27611.0,zl,0.5,393.0
380,60884,31696.0,zl,5.0,393.0
381,60885,32587.0,zl,0.5,393.0
382,60886,33679.0,zl,5.0,393.0
383,60887,33794.0,zl,5.0,393.0
384,60888,34405.0,zl,5.0,393.0
385,60889,36517.0,zl,5.0,393.0
386,60890,37857.0,zl,4.0,393.0
387,60891,44191.0,zl,4.0,393.0
388,60892,44199.0,zl,5.0,393.0
389,60893,45499.0,zl,2.0,393.0
390,60894,45722.0,zl,5.0,393.0
391,60895,48394.0,zl,5.0,393.0
392,60896,49272.0,zl,5.0,393.0
393,60897,51255.0,zl,4.5,393.0
394,60898,52722.0,zl,2.5,393.0
395,60899,53125.0,zl,5.0,393.0
396,60900,53996.0,zl,0.5,393.0
397,60901,54259.0,zl,5.0,393.0
398,60902,54286.0,zl,5.0,393.0
399,60903,57669.0,zl,5.0,393.0
400,60904,58559.0,zl,5.0,393.0
401,60905,59315.0,zl,5.0,393.0
402,60906,59369.0,zl,0.5,393.0
403,60907,59615.0,zl,2.0,393.0
404,60908,60684.0,zl,4.0,393.0
405,60909,66934.0,zl,5.0,393.0
406,60910,68237.0,zl,5.0,393.0
407,60911,68358.0,zl,5.0,393.0
408,60912,68848.0,zl,5.0,393.0
409,60913,70286.0,zl,5.0,393.0
410,60914,72998.0,zl,0.5,393.0
411,60915,73017.0,zl,5.0,393.0
412,60916,74458.0,zl,0.5,393.0
413,60917,76251.0,zl,0.5,393.0
414,60918,77561.0,zl,4.0,393.0
415,60919,79132.0,zl,5.0,393.0
416,60920,85414.0,zl,3.0,393.0
417,60921,86190.0,zl,0.5,393.0
418,60922,87232.0,zl,5.0,393.0
419,60923,88129.0,zl,0.5,393.0
420,60924,89745.0,zl,5.0,393.0
421,60925,91529.0,zl,5.0,393.0
422,60926,91658.0,zl,0.5,393.0
423,60927,96079.0,zl,5.0,393.0
424,60928,98809.0,zl,5.0,393.0
425,60929,102125.0,zl,4.0,393.0
426,60930,102445.0,zl,4.5,393.0
427,60931,106489.0,zl,5.0,393.0
428,60932,106642.0,zl,5.0,393.0
429,60933,110102.0,zl,5.0,393.0
430,60934,111362.0,zl,5.0,393.0
431,60935,112852.0,zl,5.0,393.0
432,60936,122892.0,zl,5.0,393.0
433,60937,130518.0,zl,5.0,393.0
434,60938,130842.0,zl,4.0,393.0
435,60939,34.0,zl,3.0,394.0
436,60940,50.0,zl,5.0,394.0
437,60941,110.0,zl,5.0,394.0
438,60942,150.0,zl,3.0,394.0
439,60943,153.0,zl,3.0,394.0
440,60944,185.0,zl,3.0,394.0
441,60945,208.0,zl,1.0,394.0
442,60946,225.0,zl,4.0,394.0
443,60947,316.0,zl,2.0,394.0
444,60948,339.0,zl,3.0,394.0
445,60949,344.0,zl,2.0,394.0
446,60950,356.0,zl,4.0,394.0
447,60951,367.0,zl,3.0,394.0
448,60952,380.0,zl,3.0,394.0
449,60953,410.0,zl,2.0,394.0
450,60954,454.0,zl,2.0,394.0
451,60955,457.0,zl,4.0,394.0
452,60956,480.0,zl,3.0,394.0
453,60957,553.0,zl,4.0,394.0
454,60958,588.0,zl,2.0,394.0
455,60959,590.0,zl,2.0,394.0
456,60960,592.0,zl,3.0,394.0
457,60961,595.0,zl,2.0,394.0
458,60962,2.0,zl,3.0,395.0
459,60963,10.0,zl,3.0,395.0
460,60964,34.0,zl,3.0,395.0
461,60965,48.0,zl,2.0,395.0
462,60966,60.0,zl,3.0,395.0
463,60967,95.0,zl,3.0,395.0
464,60968,110.0,zl,4.0,395.0
465,60969,126.0,zl,2.0,395.0
466,60970,158.0,zl,3.0,395.0
467,60971,160.0,zl,4.0,395.0
468,60972,165.0,zl,3.0,395.0
469,60973,168.0,zl,3.0,395.0
470,60974,172.0,zl,4.0,395.0
471,60975,173.0,zl,4.0,395.0
472,60976,181.0,zl,1.0,395.0
473,60977,208.0,zl,5.0,395.0
474,60978,231.0,zl,3.0,395.0
475,60979,256.0,zl,3.0,395.0
476,60980,296.0,zl,3.0,395.0
477,60981,316.0,zl,3.0,395.0
478,60982,317.0,zl,3.0,395.0
479,60983,329.0,zl,3.0,395.0
480,60984,339.0,zl,4.0,395.0
481,60985,355.0,zl,3.0,395.0
482,60986,356.0,zl,3.0,395.0
483,60987,364.0,zl,3.0,395.0
484,60988,367.0,zl,4.0,395.0
485,60989,368.0,zl,4.0,395.0
486,60990,374.0,zl,3.0,395.0
487,60991,377.0,zl,3.0,395.0
488,60992,380.0,zl,3.0,395.0
489,60993,410.0,zl,3.0,395.0
490,60994,420.0,zl,3.0,395.0
491,60995,421.0,zl,3.0,395.0
492,60996,440.0,zl,3.0,395.0
493,60997,455.0,zl,1.0,395.0
494,60998,466.0,zl,3.0,395.0
495,60999,480.0,zl,4.0,395.0
496,61000,484.0,zl,1.0,395.0
497,61001,485.0,zl,2.0,395.0
498,61002,500.0,zl,3.0,395.0
499,61003,502.0,zl,3.0,395.0
500,61004,519.0,zl,4.0,395.0
501,61005,520.0,zl,4.0,395.0
502,61006,527.0,zl,2.0,395.0
503,61007,552.0,zl,4.0,395.0
504,61008,586.0,zl,3.0,395.0
505,61009,588.0,zl,2.0,395.0
506,61010,589.0,zl,3.0,395.0
507,61011,590.0,zl,3.0,395.0
508,61012,592.0,zl,3.0,395.0
509,61013,595.0,zl,3.0,395.0
510,61014,596.0,zl,3.0,395.0
511,61015,597.0,zl,4.0,395.0
512,61016,616.0,zl,3.0,395.0
513,61017,648.0,zl,5.0,395.0
514,61018,1022.0,zl,3.0,395.0
515,61019,1024.0,zl,3.0,395.0
516,61020,1025.0,zl,3.0,395.0
517,61021,1027.0,zl,3.0,395.0
518,61022,1032.0,zl,1.0,395.0
519,61023,1.0,zl,5.0,396.0
520,61024,44.0,zl,2.0,396.0
521,61025,45.0,zl,3.0,396.0
522,61026,50.0,zl,4.0,396.0
523,61027,204.0,zl,0.5,396.0
524,61028,277.0,zl,1.0,396.0
525,61029,293.0,zl,5.0,396.0
526,61030,318.0,zl,4.5,396.0
527,61031,745.0,zl,4.0,396.0
528,61032,783.0,zl,4.0,396.0
529,61033,903.0,zl,4.5,396.0
530,61034,1092.0,zl,1.5,396.0
531,61035,1148.0,zl,4.0,396.0
532,61036,1276.0,zl,5.0,396.0
533,61037,1320.0,zl,0.5,396.0
534,61038,1597.0,zl,0.5,396.0
535,61039,1625.0,zl,3.5,396.0
536,61040,1674.0,zl,2.0,396.0
537,61041,1747.0,zl,3.0,396.0
538,61042,1777.0,zl,3.5,396.0
539,61043,2081.0,zl,3.0,396.0
540,61044,2329.0,zl,4.5,396.0
541,61045,3052.0,zl,3.5,396.0
542,61046,3114.0,zl,4.0,396.0
543,61047,3977.0,zl,1.5,396.0
544,61048,4886.0,zl,4.0,396.0
545,61049,5445.0,zl,2.0,396.0
546,61050,6377.0,zl,4.5,396.0
547,61051,123.0,zl,5.0,397.0
548,61052,232.0,zl,4.5,397.0
549,61053,492.0,zl,5.0,397.0
550,61054,750.0,zl,4.0,397.0
551,61055,1077.0,zl,4.0,397.0
552,61056,1104.0,zl,4.5,397.0
553,61057,1230.0,zl,5.0,397.0
554,61058,1244.0,zl,5.0,397.0
555,61059,1701.0,zl,4.0,397.0
556,61060,1953.0,zl,4.5,397.0
557,61061,2359.0,zl,3.0,397.0
558,61062,2371.0,zl,2.5,397.0
559,61063,3388.0,zl,2.0,397.0
560,61064,4017.0,zl,4.0,397.0
561,61065,4037.0,zl,3.5,397.0
562,61066,5291.0,zl,4.0,397.0
563,61067,5650.0,zl,2.5,397.0
564,61068,6016.0,zl,4.0,397.0
565,61069,6993.0,zl,4.5,397.0
566,61070,8042.0,zl,3.5,397.0
567,61071,8228.0,zl,4.0,397.0
568,61072,8645.0,zl,4.0,397.0
569,61073,44555.0,zl,4.0,397.0
570,61074,32.0,zl,5.0,398.0
571,61075,261.0,zl,3.5,398.0
572,61076,902.0,zl,5.0,398.0
573,61077,910.0,zl,5.0,398.0
574,61078,914.0,zl,5.0,398.0
575,61079,1028.0,zl,5.0,398.0
576,61080,1042.0,zl,4.5,398.0
577,61081,1136.0,zl,5.0,398.0
578,61082,1197.0,zl,5.0,398.0
579,61083,1198.0,zl,4.5,398.0
580,61084,1207.0,zl,5.0,398.0
581,61085,1278.0,zl,4.0,398.0
582,61086,1909.0,zl,2.0,398.0
583,61087,2144.0,zl,3.5,398.0
584,61088,2161.0,zl,5.0,398.0
585,61089,2248.0,zl,4.0,398.0
586,61090,2455.0,zl,3.0,398.0
587,61091,2763.0,zl,4.0,398.0
588,61092,2968.0,zl,4.0,398.0
589,61093,3000.0,zl,5.0,398.0
590,61094,3186.0,zl,4.0,398.0
591,61095,3421.0,zl,4.0,398.0
592,61096,3911.0,zl,3.5,398.0
593,61097,4973.0,zl,5.0,398.0
594,61098,5291.0,zl,2.5,398.0
595,61099,5618.0,zl,5.0,398.0
596,61100,5971.0,zl,5.0,398.0
597,61101,6408.0,zl,5.0,398.0
598,61102,7022.0,zl,4.0,398.0
599,61103,7099.0,zl,4.5,398.0
600,61104,7361.0,zl,4.0,398.0
601,61105,8641.0,zl,1.5,398.0
602,61106,8738.0,zl,5.0,398.0
603,61107,26147.0,zl,5.0,398.0
604,61108,26631.0,zl,4.5,398.0
605,61109,31658.0,zl,4.0,398.0
606,61110,38304.0,zl,5.0,398.0
607,61111,48516.0,zl,4.0,398.0
608,61112,58293.0,zl,1.5,398.0
609,61113,59387.0,zl,5.0,398.0
610,61114,60069.0,zl,5.0,398.0
611,61115,60333.0,zl,4.5,398.0
612,61116,68954.0,zl,5.0,398.0
613,61117,79132.0,zl,3.0,398.0
614,61118,81845.0,zl,5.0,398.0
615,61119,82459.0,zl,4.0,398.0
616,61120,1.0,zl,4.0,399.0
617,61121,110.0,zl,3.0,399.0
618,61122,260.0,zl,5.0,399.0
619,61123,296.0,zl,5.0,399.0
620,61124,356.0,zl,5.0,399.0
621,61125,480.0,zl,3.0,399.0
622,61126,527.0,zl,4.0,399.0
623,61127,589.0,zl,2.5,399.0
624,61128,593.0,zl,4.5,399.0
625,61129,780.0,zl,3.5,399.0
626,61130,1196.0,zl,5.0,399.0
627,61131,1198.0,zl,5.0,399.0
628,61132,1210.0,zl,5.0,399.0
629,61133,1262.0,zl,3.5,399.0
630,61134,1270.0,zl,5.0,399.0
631,61135,1291.0,zl,4.5,399.0
632,61136,1580.0,zl,0.5,399.0
633,61137,2194.0,zl,5.0,399.0
634,61138,2571.0,zl,5.0,399.0
635,61139,2762.0,zl,4.5,399.0
636,61140,2858.0,zl,0.5,399.0
637,61141,2959.0,zl,3.0,399.0
638,61142,3114.0,zl,4.0,399.0
639,61143,3578.0,zl,5.0,399.0
640,61144,3996.0,zl,3.5,399.0
641,61145,4306.0,zl,5.0,399.0
642,61146,4886.0,zl,4.0,399.0
643,61147,4993.0,zl,4.5,399.0
644,61148,5445.0,zl,0.5,399.0
645,61149,5952.0,zl,5.0,399.0
646,61150,6333.0,zl,5.0,399.0
647,61151,6377.0,zl,5.0,399.0
648,61152,7153.0,zl,4.0,399.0
649,61153,8961.0,zl,3.5,399.0
650,61154,33166.0,zl,4.5,399.0
651,61155,33794.0,zl,2.5,399.0
652,61156,6.0,zl,5.0,400.0
653,61157,47.0,zl,5.0,400.0
654,61158,50.0,zl,5.0,400.0
655,61159,260.0,zl,5.0,400.0
656,61160,293.0,zl,5.0,400.0
657,61161,296.0,zl,5.0,400.0
658,61162,318.0,zl,5.0,400.0
659,61163,356.0,zl,4.5,400.0
660,61164,541.0,zl,4.5,400.0
661,61165,593.0,zl,5.0,400.0
662,61166,608.0,zl,5.0,400.0
663,61167,778.0,zl,5.0,400.0
664,61168,858.0,zl,5.0,400.0
665,61169,1036.0,zl,4.5,400.0
666,61170,1193.0,zl,4.5,400.0
667,61171,1196.0,zl,5.0,400.0
668,61172,1197.0,zl,4.5,400.0
669,61173,1198.0,zl,4.5,400.0
